,id,title,release_date,popularity,vote_average,vote_count
2939,9281,Witness,1985-02-08,17.848,7.1,1709
2940,8764,Top Secret!,1984-06-08,16.205,7.091,1194
2941,63310,Bullhead,2011-02-02,7.61,7.1,346
2942,22383,The Professionals,1966-11-01,14.153,7.1,311
2943,5916,The Getaway,1972-12-13,9.804,7.1,576
2944,1110358,Yannick,2023-08-02,6.926,7.089,619
2945,302946,The Accountant,2016-10-13,91.363,7.09,6278
2946,19265,Whatever Works,2009-06-19,8.512,7.089,1749
2947,11457,Life as a House,2001-10-25,9.889,7.1,409
2948,856289,Creation of the Gods I: Kingdom of Storms,2023-07-15,65.5,7.1,395
2949,817758,TÁR,2022-09-23,17.594,7.088,1293
2950,597219,The Half of It,2020-05-01,17.328,7.1,1507
2951,474354,22 July,2018-10-04,17.507,7.088,1191
2952,102651,Maleficent,2014-05-28,58.593,7.1,13188
2953,912916,The Other Zoey,2023-10-19,26.562,7.1,404
2954,433945,Tokyo Ghoul,2017-07-16,11.242,7.1,355
2955,271714,Love & Mercy,2015-05-29,11.379,7.087,677
2956,269494,A Hard Day,2014-05-29,11.248,7.1,447
2957,20410,Scooby-Doo and the Alien Invaders,2000-10-03,10.849,7.1,369
2958,11620,Quo Vadis,1951-11-08,20.927,7.1,414
2959,2007,Lorenzo's Oil,1992-12-30,11.06,7.1,533
2960,517148,Beanpole,2019-06-20,8.113,7.1,324
2961,270400,Breathe,2014-11-12,7.38,7.1,463
2962,7913,Rang De Basanti,2006-01-26,9.891,7.092,449
2963,401,Garden State,2004-07-28,9.605,7.1,1866
2964,203801,The Man from U.N.C.L.E.,2015-08-13,20.576,7.1,6396
2965,421,The Life Aquatic with Steve Zissou,2004-12-10,15.472,7.1,2907
2966,63831,The Kid with a Bike,2011-05-18,7.721,7.1,424
2967,50270,Paprika,1991-02-13,101.762,7.084,510
2968,30159,I Confess,1953-02-13,7.813,7.1,449
2969,43539,The Next Three Days,2010-11-18,20.348,7.1,2881
2970,14292,Miracle,2004-02-06,13.128,7.083,605
2971,1584,School of Rock,2003-10-03,21.449,7.083,5702
2972,964,The Phantom of the Opera,1925-09-22,11.102,7.1,350
2973,13751,Akeelah and the Bee,2006-04-28,12.848,7.082,330
2974,8222,High Heels,1991-10-23,16.413,7.082,419
2975,6173,Read My Lips,2001-10-17,7.015,7.1,337
2976,206563,Trash,2014-10-09,10.673,7.08,616
2977,44115,127 Hours,2010-11-12,24.093,7.1,7592
2978,522478,Peter Rabbit 2: The Runaway,2021-03-25,25.89,7.1,812
2979,1440,Little Children,2006-10-06,17.222,7.08,1025
2980,1374,Rocky IV,1985-11-21,42.736,7.1,4472
2981,823951,November,2022-10-05,11.045,7.079,757
2982,438740,Salyut-7,2017-09-22,8.552,7.1,458
2983,179150,Reality,2015-02-18,9.359,7.079,518
2984,36955,True Lies,1994-07-15,25.582,7.079,4161
2985,14859,Keith,2008-09-13,10.143,7.079,447
2986,10141,Dirty Rotten Scoundrels,1988-12-14,24.355,7.079,885
2987,5335,Theorem,1968-09-07,10.112,7.1,406
2988,1547,The Lost Boys,1987-07-31,21.016,7.08,2083
2989,563,Starship Troopers,1997-11-07,30.104,7.079,4993
2990,152584,Blue Is the Warmest Color,2013-10-09,31.124,7.078,4627
2991,38397,"The Legend of Al, John and Jack",2002-12-13,8.403,7.078,1166
2992,799583,The Ministry of Ungentlemanly Warfare,2024-04-18,67.442,7.1,1354
2993,777270,Belfast,2021-11-12,14.685,7.1,1510
2994,611698,A Writer's Odyssey,2021-02-12,19.932,7.077,305
2995,1548,Ghost World,2001-07-20,9.6,7.077,1431
2996,845222,Kingdom: Ashin of the North,2021-07-23,21.224,7.076,552
2997,606954,I Hate Summer,2020-01-30,6.496,7.076,935
2998,399121,An Officer and a Spy,2019-09-30,9.365,7.076,1503
2999,188538,Remember Sunday,2013-04-21,5.916,7.076,494
3000,925263,A Brighter Tomorrow,2023-04-20,6.122,7.075,305
3001,646380,Don't Look Up,2021-12-08,53.178,7.075,8417
3002,283552,The Light Between Oceans,2016-09-02,19.698,7.1,1358
3003,38810,Dogtooth,2009-10-22,41.315,7.075,2353
3004,14794,if....,1968-12-19,9.119,7.075,365
3005,8079,Om Shanti Om,2007-11-07,17.889,7.072,361
3006,1011985,Kung Fu Panda 4,2024-03-02,175.521,7.074,2967
3007,845781,Red One,2024-10-31,418.479,7.1,2305
3008,77495,Sleep Tight,2011-10-14,12.21,7.1,1107
3009,40751,Ashes of Time,1994-09-17,11.846,7.1,338
3010,3291,"Good Night, and Good Luck.",2005-09-16,11.059,7.1,999
3011,2383,The Bear,1988-10-21,13.869,7.1,484
3012,203,Mean Streets,1973-10-14,13.694,7.1,2106
3013,917496,Beetlejuice Beetlejuice,2024-09-04,83.085,7.1,2309
3014,670292,The Creator,2023-09-27,60.882,7.073,3203
3015,505642,Black Panther: Wakanda Forever,2022-11-09,98.293,7.1,6670
3016,860,WarGames,1983-06-03,25.89,7.073,1924
3017,585083,Hotel Transylvania: Transformania,2022-01-31,59.878,7.1,2815
3018,102899,Ant-Man,2015-07-14,48.508,7.072,19898
3019,71524,Ace of Aces,1982-10-27,9.929,7.072,325
3020,266,Contempt,1963-10-29,11.062,7.1,844
3021,2671,Ring,1998-01-31,16.564,7.073,1457
3022,581389,Space Sweepers,2021-02-05,21.53,7.1,1040
3023,14291,Searching for Bobby Fischer,1993-08-13,14.417,7.07,573
3024,26736,Wizards of Waverly Place: The Movie,2009-08-28,17.477,7.068,1601
3025,17443,...And Justice for All,1979-10-19,14.052,7.1,520
3026,11772,The Haunting,1963-08-21,11.752,7.072,643
3027,1900,Traffic,2000-12-27,17.14,7.069,2179
3028,791177,Bones and All,2022-11-18,21.037,7.1,1387
3029,497828,Triangle of Sadness,2022-09-18,24.409,7.067,2301
3030,308639,Dope,2015-06-19,10.107,7.068,1479
3031,7980,The Lovely Bones,2009-12-26,83.302,7.068,4656
3032,71689,Phineas and Ferb The Movie: Across the 2nd Dimension,2011-08-05,20.073,7.1,556
3033,11121,Tess,1979-10-06,10.826,7.1,344
3034,11934,The Hudsucker Proxy,1994-03-11,11.023,7.066,1068
3035,800787,A Good Person,2023-03-23,9.185,7.065,359
3036,507076,Climax,2018-09-19,24.164,7.065,2122
3037,455207,Crazy Rich Asians,2018-08-15,30.557,7.065,3677
3038,454640,The Angry Birds Movie 2,2019-08-02,30.979,7.1,1727
3039,157370,Kill Your Darlings,2013-10-16,12.261,7.1,1353
3040,36950,You Don't Know Jack,2010-06-27,9.197,7.1,393
3041,12579,The Woman Next Door,1981-09-30,8.975,7.1,316
3042,11942,Bring Me the Head of Alfredo Garcia,1974-08-01,9.344,7.1,369
3043,618353,Batman: Death in the Family,2020-10-13,17.354,7.1,424
3044,365942,The Space Between Us,2017-01-26,17.523,7.1,2463
3045,120605,The Punisher: Dirty Laundry,2012-07-16,6.553,7.1,342
3046,461955,Rakka,2017-06-14,8.927,7.063,310
3047,449749,The Leisure Seeker,2018-01-03,9.406,7.1,472
3048,364051,The Innocents,2016-02-10,9.96,7.1,403
3049,16007,Death Note,2006-06-17,17.627,7.063,709
3050,11042,The Barbarian Invasions,2003-09-24,9.68,7.063,371
3051,10974,Armour of God,1986-08-16,16.114,7.063,562
3052,5693,Hoosiers,1986-11-14,8.761,7.1,515
3053,3293,Pirates of Silicon Valley,1999-05-10,12.413,7.1,544
3054,657,From Russia with Love,1963-10-10,27.352,7.063,3022
3055,519182,Despicable Me 4,2024-06-20,370.766,7.062,2555
3056,123377,Pieta,2012-09-05,9.115,7.1,381
3057,15767,Godzilla: Final Wars,2004-12-04,13.606,7.1,315
3058,1807,Elephant,2003-09-20,17.814,7.1,1920
3059,624,Easy Rider,1969-06-26,19.489,7.062,1980
3060,468,My Own Private Idaho,1991-02-01,13.147,7.1,1134
3061,558582,First Cow,2020-03-06,10.154,7.061,476
3062,436931,Pokémon the Movie: I Choose You!,2017-07-15,25.386,7.1,627
3063,340613,The Wife,2018-08-02,10.785,7.061,1071
3064,172106,Jappeloup,2013-03-13,7.76,7.061,386
3065,241,Natural Born Killers,1994-08-26,18.203,7.061,3448
3066,91342,Barbie in A Mermaid Tale 2,2012-02-22,21.522,7.1,455
3067,11575,The Great Race,1965-07-01,19.935,7.1,324
3068,1103,Escape from New York,1981-05-23,21.355,7.06,3196
3069,3059,Intolerance: Love's Struggle Throughout the Ages,1916-09-04,9.465,7.1,341
3070,1088,Whale Rider,2003-01-30,11.171,7.059,409
3071,746036,The Fall Guy,2024-04-24,87.891,7.1,2763
3072,393519,Raw,2016-11-11,15.887,7.058,3213
3073,385128,F9,2021-05-19,43.35,7.1,7281
3074,82633,Lawless,2012-08-29,15.61,7.058,3089
3075,33613,The Girl Who Kicked the Hornet's Nest,2009-11-27,14.11,7.058,1363
3076,1715,The Cider House Rules,1999-12-17,12.128,7.1,1170
3077,926,Galaxy Quest,1999-12-25,15.294,7.058,2287
3078,832964,Lee,2024-09-12,43.221,7.1,306
3079,560044,The Willoughbys,2020-04-22,11.362,7.057,915
3080,385687,Fast X,2023-05-17,196.563,7.056,5777
3081,382399,High Strung,2016-04-08,9.272,7.057,910
3082,45094,Conviction,2010-10-15,11.607,7.058,601
3083,14943,Crows Zero,2007-10-26,12.461,7.057,352
3084,10994,White Oleander,2002-10-11,11.39,7.065,384
3085,1931,Stomp the Yard,2007-05-16,14.083,7.057,462
3086,924,Dawn of the Dead,2004-03-19,46.36,7.057,4079
3087,536554,M3GAN,2022-12-28,44.256,7.055,4132
3088,522241,The Courier,2020-01-24,19.697,7.1,1161
3089,276907,Legend,2015-09-09,37.376,7.056,3912
3090,196024,The Keeper of Lost Causes,2013-10-03,16.106,7.056,750
3091,31906,The Beguiled,1971-01-23,12.584,7.058,446
3092,103731,Mud,2013-04-26,16.485,7.1,2823
3093,744,Top Gun,1986-05-16,66.548,7.055,8750
3094,445,Caché,2005-10-05,10.892,7.1,1117
3095,388399,Patriots Day,2016-12-12,26.226,7.054,2644
3096,8408,Day of the Dead,1985-07-03,13.717,7.054,1253
3097,4464,Seabiscuit,2003-07-22,11.612,7.054,840
3098,604,The Matrix Reloaded,2003-05-15,56.39,7.054,11117
3099,653349,Vacation Friends,2021-08-27,16.242,7.1,785
3100,248933,The Dark Valley,2014-02-13,10.749,7.1,385
3101,22855,Superman/Batman: Public Enemies,2009-09-29,12.264,7.052,649
3102,16520,The King and I,1956-06-29,12.179,7.1,378
3103,12584,The Shootist,1976-07-21,14.806,7.052,348
3104,12545,Jesus Christ Superstar,1973-08-15,17.701,7.1,560
3105,11646,Gallipoli,1981-08-13,9.956,7.052,487
3106,9798,Enemy of the State,1998-11-20,23.53,7.053,3890
3107,7326,Juno,2007-12-05,20.566,7.052,7220
3108,408508,Blue Jay,2016-10-07,6.281,7.1,485
3109,400090,The Nightingale,2018-09-23,21.054,7.1,574
3110,394374,At the End of the Tunnel,2016-04-21,10.72,7.1,399
3111,11937,The Gods Must Be Crazy II,1989-07-01,19.71,7.051,492
3112,546,Transamerica,2005-02-14,6.96,7.1,473
3113,378,Raising Arizona,1987-03-13,11.087,7.051,2126
3114,661374,Glass Onion: A Knives Out Mystery,2022-11-23,35.275,7.05,5712
3115,245842,The King's Daughter,2022-01-21,14.605,7.0,681
3116,42661,The Vikings,1958-06-11,11.732,7.05,322
3117,25736,The Postman Always Rings Twice,1946-05-02,12.856,7.0,340
3118,2907,The Addams Family,1991-11-22,32.571,7.0,4650
3119,267,Live Flesh,1997-10-10,15.663,7.0,676
3120,482373,Don't Breathe 2,2021-08-12,23.189,7.0,2599
3121,15060,Futurama: Into the Wild Green Yonder,2009-02-23,7.577,7.0,543
3122,1623,Brubaker,1980-06-20,11.861,7.049,466
3123,1064213,Anora,2024-10-14,346.822,7.0,1051
3124,785538,7 Prisoners,2021-10-22,8.7,7.048,346
3125,639933,The Northman,2022-04-07,50.27,7.0,4427
3126,418680,Goodbye Christopher Robin,2017-09-29,10.548,7.0,839
3127,127517,Disconnect,2013-04-12,11.729,7.048,1124
3128,10653,The Seven Year Itch,1955-06-03,14.543,7.048,897
3129,1694,Re-Animator,1985-10-18,16.938,7.0,1510
3130,1090,The Thirteenth Floor,1999-04-16,21.513,7.0,1336
3131,412202,Handsome Devil,2017-02-15,9.611,7.0,669
3132,79113,A Princess for Christmas,2011-12-03,10.11,7.047,404
3133,779782,The School for Good and Evil,2022-10-19,37.014,7.0,1265
3134,518896,Warriors of Future,2022-08-05,26.12,7.046,422
3135,467244,The Zone of Interest,2023-12-15,54.642,7.0,2020
3136,254320,The Lobster,2015-10-15,30.371,7.046,6316
3137,10339,Moby Dick,1956-06-27,17.683,7.0,420
3138,2109,Rush Hour,1998-09-18,61.673,7.045,5066
3139,695721,The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-15,58.209,7.045,2893
3140,43641,Superman/Shazam!: The Return of Black Adam,2010-11-16,15.357,7.045,1512
3141,3073,Bud Abbott and Lou Costello Meet Frankenstein,1948-06-15,10.606,7.045,310
3142,644,A.I. Artificial Intelligence,2001-06-29,37.857,7.045,6201
3143,118,Charlie and the Chocolate Factory,2005-07-13,69.762,7.045,15316
3144,696157,Whitney Houston: I Wanna Dance with Somebody,2022-12-20,14.407,7.0,463
3145,43347,Love & Other Drugs,2010-11-04,39.696,7.044,5185
3146,16140,Death Note: The Last Name,2006-10-28,14.43,7.044,498
3147,14626,Beau Travail,2000-05-03,11.4,7.0,308
3148,7299,Equilibrium,2002-12-06,26.543,7.044,4573
3149,4727,Le Gendarme de Saint-Tropez,1964-09-08,13.889,7.044,868
3150,744275,After We Fell,2021-09-01,65.116,7.0,2616
3151,39254,Real Steel,2011-09-28,66.056,7.043,8456
3152,30890,Radio Days,1987-01-30,7.633,7.043,581
3153,8428,Pump Up the Volume,1990-08-22,8.481,7.0,359
3154,567609,Ready or Not,2019-08-21,41.057,7.0,4674
3155,369972,First Man,2018-10-10,26.552,7.042,5302
3156,251519,Son of Batman,2014-05-13,12.126,7.042,1060
3157,64720,Take Shelter,2011-09-30,12.838,7.041,1789
3158,20770,But I'm a Cheerleader,2000-07-07,12.981,7.0,702
3159,10514,The Andromeda Strain,1971-03-12,13.207,7.0,703
3160,754,Face/Off,1997-06-27,36.401,7.0,5387
3161,487672,Reign of the Supermen,2019-01-13,11.678,7.04,638
3162,440642,The Spacewalker,2017-04-06,8.585,7.0,312
3163,357953,Return,1975-09-04,4.262,7.04,414
3164,18861,Naruto the Movie: Guardians of the Crescent Moon Kingdom,2006-08-05,26.949,7.04,446
3165,8095,Cleopatra,1963-06-12,33.885,7.0,757
3166,8053,The Three Burials of Melquiades Estrada,2005-11-17,10.008,7.0,588
3167,236735,Marshland,2014-09-25,10.197,7.039,962
3168,62211,Monsters University,2013-06-19,56.971,7.0,10708
3169,14886,The Last Detail,1973-12-11,15.294,7.042,371
3170,11224,Cinderella,1950-02-22,76.586,7.0,6771
3171,10439,Hocus Pocus,1993-07-16,30.624,7.04,3067
3172,9766,Gridiron Gang,2006-09-15,16.894,7.0,1012
3173,6106,Salvador,1986-04-23,8.474,7.0,359
3174,2028,Say Anything...,1989-04-14,13.573,7.0,1012
3175,340027,Brain on Fire,2017-02-22,12.298,7.038,1374
3176,127380,Finding Dory,2016-06-16,38.249,7.0,12124
3177,56020,Radiofreccia,1998-10-16,4.567,7.0,338
3178,588921,AINBO: Spirit of the Amazon,2021-02-09,14.82,7.0,438
3179,385103,Scoob!,2020-07-08,19.843,7.0,1721
3180,62204,Quest for Fire,1981-12-16,15.319,7.0,512
3181,49444,Kung Fu Panda 2,2011-05-25,56.266,7.037,7291
3182,46829,Barney's Version,2010-10-26,7.628,7.0,457
3183,254201,The Absent One,2014-10-02,13.687,7.0,631
3184,250734,Far from the Madding Crowd,2015-04-23,12.438,7.036,1032
3185,570131,Love at Second Sight,2019-01-18,8.411,7.0,802
3186,11703,Kiss of the Spider Woman,1985-07-26,12.753,7.035,300
3187,10995,The Lover,1992-01-22,32.321,7.0,685
3188,10868,The Accused,1988-10-14,18.427,7.035,614
3189,9994,The Great Mouse Detective,1986-07-02,20.51,7.0,1678
3190,4886,And Then There Were None,1945-10-31,9.534,7.0,373
3191,2044,The Lake House,2006-06-16,18.286,7.0,2766
3192,27725,High Sierra,1941-01-23,9.839,7.0,320
3193,893723,PAW Patrol: The Mighty Movie,2023-09-21,58.793,7.0,466
3194,36658,X2,2003-04-27,2.077,7.033,10217
3195,18299,Love in the Afternoon,1957-05-29,10.31,7.033,308
3196,10162,Waking Ned,1998-09-15,7.549,7.0,301
3197,542178,The French Dispatch,2021-10-21,25.515,7.0,2640
3198,480530,Creed II,2018-11-21,46.113,7.0,5467
3199,22201,Gunfight at the O.K. Corral,1957-05-30,13.785,7.032,341
3200,13925,Luxo Jr.,1986-08-17,7.069,7.032,621
3201,763215,Damsel,2024-03-07,64.897,7.031,2333
3202,664413,365 Days,2020-02-07,30.511,7.031,9089
3203,636565,Rose Island,2020-12-09,10.816,7.031,1316
3204,549509,The Brutalist,2024-12-20,360.66,7.0,352
3205,524348,The Report,2019-09-12,13.081,7.031,1038
3206,11973,Thirteen Days,2000-12-25,14.046,7.031,753
3207,4512,The Assassination of Jesse James by the Coward Robert Ford,2007-09-20,21.671,7.031,2530
3208,755,From Dusk Till Dawn,1996-01-19,28.844,7.031,5988
3209,173,"20,000 Leagues Under the Sea",1954-12-23,24.856,7.0,896
3210,641662,Pieces of a Woman,2020-12-30,18.357,7.03,1221
3211,445651,The Darkest Minds,2018-07-25,27.335,7.0,2820
3212,293,A River Runs Through It,1992-10-09,15.19,7.0,1083
3213,19562,The Magnificent One,1973-11-23,8.241,7.0,350
3214,11797,Fright Night,1985-08-02,22.507,7.0,1401
3215,9533,Red Dragon,2002-10-02,5.249,7.0,4314
3216,1062807,SPY x FAMILY CODE: White,2023-12-22,46.566,7.0,509
3217,696806,The Adam Project,2022-03-11,27.144,7.028,4427
3218,332283,Mary Shelley,2017-08-06,9.899,7.0,991
3219,19833,In the Loop,2009-01-22,11.518,7.0,687
3220,16608,The Proposition,2005-10-06,11.731,7.0,639
3221,11836,The SpongeBob SquarePants Movie,2004-11-19,55.853,7.028,2925
3222,9393,Before the Fall,2004-07-04,13.858,7.0,326
3223,429191,A Fantastic Woman,2017-04-06,7.567,7.027,696
3224,399057,The Killing of a Sacred Deer,2017-10-20,21.71,7.0,4071
3225,13928,Knick Knack,1989-11-23,7.384,7.0,569
3226,722913,Malcolm & Marie,2021-01-29,11.444,7.024,1392
3227,554600,Uri: The Surgical Strike,2019-01-11,59.373,7.023,432
3228,249688,The End of the Tour,2015-07-31,10.215,7.03,558
3229,31587,Scarecrow,1973-04-11,8.715,7.036,303
3230,10712,Far from Heaven,2002-11-08,10.518,7.0,616
3231,838,American Graffiti,1973-08-11,15.538,7.026,1446
3232,460465,Mortal Kombat,2021-04-07,34.113,7.026,5906
3233,11975,The Rainmaker,1997-11-18,24.592,7.025,1316
3234,11690,Bloodsport,1988-02-26,33.785,7.025,1900
3235,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996-01-12,56.705,7.0,1343
3236,19186,The Parent Trap,1961-05-13,24.225,7.024,379
3237,4104,Benny & Joon,1993-04-16,12.824,7.0,763
3238,797394,Secret Magic Control Agency,2021-03-18,10.012,7.023,373
3239,35558,Starstruck,2010-02-14,13.751,7.023,1189
3240,11831,Amistad,1997-12-10,3.31,7.0,1301
3241,847,Willow,1988-05-20,26.238,7.023,1952
3242,483,Wild at Heart,1990-08-17,21.463,7.023,1673
3243,926899,The House,2022-01-14,13.626,7.0,1038
3244,556678,Emma.,2020-02-13,25.921,7.022,1769
3245,11336,The Dead Zone,1983-10-21,15.796,7.022,1658
3246,11000,The Birdcage,1996-03-08,15.407,7.0,1159
3247,429197,Vice,2018-12-25,15.596,7.021,3367
3248,12335,Bedknobs and Broomsticks,1971-10-07,16.453,7.0,965
3249,8293,Howards End,1992-03-13,15.662,7.0,540
3250,2623,An Officer and a Gentleman,1982-07-28,19.847,7.021,1112
3251,943134,The Animal Kingdom,2023-10-04,19.124,7.02,741
3252,62177,Brave,2012-06-21,52.221,7.02,13482
3253,726139,Project Silence,2024-07-11,115.638,7.019,321
3254,15058,Speak,2004-01-20,15.089,7.019,468
3255,526,Ladyhawke,1985-03-27,13.813,7.019,1153
3256,501633,The Invisibles,2019-01-09,5.203,7.018,366
3257,391757,Never Back Down: No Surrender,2016-06-07,33.439,7.0,472
3258,340357,April and the Extraordinary World,2015-11-04,9.806,7.0,329
3259,328387,Nerve,2016-06-27,20.035,7.018,6803
3260,2064,While You Were Sleeping,1995-04-21,19.13,7.0,1832
3261,365222,Ip Man 3,2015-12-24,15.902,7.017,1765
3262,28384,Husbands and Wives,1992-09-18,9.469,7.017,465
3263,651070,A Fall from Grace,2020-01-17,13.953,7.0,934
3264,341744,Truman,2015-09-24,7.629,7.016,372
3265,82684,Chasing Mavericks,2012-10-25,10.721,7.0,562
3266,11652,Invincible,2006-08-25,17.427,7.0,940
3267,228970,Wild,2014-12-05,13.056,7.0,2499
3268,2604,Born on the Fourth of July,1989-12-20,14.542,7.015,1710
3269,978592,Sleeping Dogs,2024-03-21,41.801,7.0,358
3270,645689,The Duke,2021-07-23,10.712,7.0,318
3271,505600,Booksmart,2019-05-24,18.917,7.014,2650
3272,43959,Soul Surfer,2011-04-08,16.52,7.0,1186
3273,30675,Planet Hulk,2010-02-02,17.334,7.0,491
3274,20766,The Road,2009-11-25,29.683,7.014,3886
3275,174,Star Trek VI: The Undiscovered Country,1991-12-06,14.827,7.0,1278
3276,745881,The Medium,2021-07-14,40.173,7.0,646
3277,333352,Eye in the Sky,2015-09-07,16.11,7.0,1582
3278,300669,Don't Breathe,2016-06-08,29.694,7.014,7492
3279,38438,Buffet Froid,1979-12-19,6.855,7.013,301
3280,26039,Point Blank,1967-08-30,10.014,7.026,383
3281,12143,Bad Lieutenant,1992-11-20,15.665,7.0,872
3282,9696,Ichi the Killer,2001-12-22,12.86,7.013,985
3283,9036,Eight Below,2006-02-17,14.185,7.0,1711
3284,5919,The Towering Inferno,1974-12-14,25.189,7.0,947
3285,1730,Inland Empire,2006-12-06,23.204,7.0,1108
3286,942,Lethal Weapon 2,1989-07-07,17.776,7.013,3427
3287,432068,C'est la vie!,2017-10-04,9.656,7.012,1476
3288,5488,"I'm a Cyborg, but That's OK",2006-12-07,7.453,7.0,528
3289,1073,Arlington Road,1999-03-19,12.566,7.012,1109
3290,661914,One Night in Miami...,2020-12-25,8.529,7.011,643
3291,579583,The King of Staten Island,2020-07-22,13.262,7.011,1016
3292,472451,Boy Erased,2018-09-24,12.99,7.0,1412
3293,16198,My Neighbors the Yamadas,1999-07-17,18.546,7.011,536
3294,14139,Timecrimes,2007-11-01,14.89,7.011,1277
3295,11085,Mutiny on the Bounty,1962-11-08,12.896,7.0,306
3296,10865,Atlantis: The Lost Empire,2001-06-02,30.344,7.0,4789
3297,8833,Double Trouble,1984-10-19,9.52,7.0,530
3298,5698,The Great Train Robbery,1903-12-07,8.421,7.0,628
3299,588182,Compartment No. 6,2021-10-29,12.005,7.01,387
3300,281,Strange Days,1995-10-13,15.33,7.011,1368
3301,522039,The Last Black Man in San Francisco,2019-06-07,9.999,7.0,324
3302,366924,Batman: Bad Blood,2016-01-19,13.811,7.009,907
3303,10753,Police Story 2,1988-08-13,16.492,7.0,543
3304,35,The Simpsons Movie,2007-07-25,64.39,7.01,8063
3305,457799,"Extremely Wicked, Shockingly Evil and Vile",2019-05-02,18.202,7.0,3367
3306,233063,Suck Me Shakespeer,2013-11-07,12.683,7.008,1675
3307,73532,Le Havre,2011-09-08,8.143,7.008,432
3308,3170,Bambi,1942-02-11,38.734,7.0,5701
3309,582873,Martin Eden,2019-09-04,9.142,7.0,664
3310,211052,Miss Violence,2013-09-09,13.231,7.013,512
3311,37347,Fort Apache,1948-06-14,11.029,7.0,373
3312,26748,Lone Star,1996-06-21,9.071,7.007,363
3313,12665,Powder,1995-10-27,19.23,7.007,665
3314,11454,Manhunter,1986-08-14,0.833,7.007,1368
3315,961268,Ballerina,2023-10-05,34.727,7.0,532
3316,615665,Holidate,2020-10-27,18.152,7.006,2225
3317,11848,Animal Farm,1954-12-28,14.602,7.006,482
3318,298382,The Dressmaker,2015-10-29,19.74,7.0,1649
3319,15016,Barbie of Swan Lake,2003-09-27,26.784,7.005,1088
3320,15015,Barbie as Rapunzel,2002-10-01,27.016,7.0,1227
3321,14070,Ghajini,2008-12-25,10.369,7.0,403
3322,4946,The Swimming Pool,1969-01-31,12.802,7.0,511
3323,606679,The High Note,2020-06-10,10.582,7.0,450
3324,556803,The Princess Switch,2018-10-25,13.661,7.0,2219
3325,446354,The Post,2017-12-22,21.771,7.004,4613
3326,402897,The Death of Stalin,2017-10-20,20.766,7.004,1900
3327,156700,The Kings of Summer,2013-01-19,10.838,7.004,1132
3328,2164,Stargate,1994-10-28,26.134,7.0,3469
3329,846433,The Enforcer,2022-09-22,26.815,7.0,397
3330,555561,The Invisible Witness,2018-12-13,5.211,7.003,329
3331,506281,The World to Come,2021-02-12,11.601,7.0,348
3332,130150,Labor Day,2013-12-27,29.234,7.003,1184
3333,23202,Trick 'r Treat,2007-12-09,17.633,7.0,1894
3334,19971,The Little Girl Who Lives Down the Lane,1976-12-25,11.857,7.003,321
3335,11815,The Fly,1958-07-16,12.102,7.003,549
3336,10220,Rounders,1998-09-11,18.689,7.003,1743
3337,7270,Matchstick Men,2003-09-12,9.76,7.0,1769
3338,2769,An American in Paris,1951-09-26,12.178,7.003,584
3339,325690,The Legendary Giulia and Other Miracles,2015-02-19,5.899,7.003,509
3340,37056,Letters to Juliet,2010-05-13,18.946,7.0,2890
3341,36657,X-Men,2000-07-13,2.796,7.002,11454
3342,524251,I See You,2019-09-11,20.631,7.0,1476
3343,53487,This Must Be the Place,2011-08-24,9.032,7.0,1223
3344,41428,Tetsuo: The Iron Man,1989-07-01,8.489,7.0,608
3345,15775,If Only,2004-01-23,18.637,7.0,577
3346,11360,Dumbo,1941-10-31,42.68,7.0,4998
3347,9905,Shallow Grave,1994-12-22,9.572,7.0,1029
3348,1771,Captain America: The First Avenger,2011-07-22,86.163,7.0,21614
3349,1010818,Groot's First Steps,2022-08-10,16.851,7.0,343
3350,934433,Scream VI,2023-03-08,53.285,7.0,2714
3351,377897,Barbie: Spy Squad,2016-01-15,18.39,6.999,405
3352,84199,The First Time,2012-10-19,14.222,6.999,2112
3353,71864,The Odd Life of Timothy Green,2012-08-15,10.473,7.0,1189
3354,44009,Another Year,2010-11-05,8.218,6.999,394
3355,38055,Megamind,2010-10-28,48.26,6.999,6933
3356,26973,Pretty Baby,1978-04-05,27.362,7.0,371
3357,13537,Shattered Glass,2003-11-14,11.733,7.0,425
3358,12920,Dreamer: Inspired By a True Story,2005-09-10,22.349,7.0,400
3359,11897,How the West Was Won,1962-11-02,19.606,6.997,440
3360,420821,Chip 'n Dale: Rescue Rangers,2022-05-20,19.64,7.0,1238
3361,297556,Justice League: Throne of Atlantis,2015-01-13,21.605,6.998,920
3362,246355,Saw,2003-10-16,14.503,7.0,599
3363,24752,Dragon Ball Z: Cooler's Revenge,1991-07-20,34.634,7.0,678
3364,24253,The Girl Who Played with Fire,2009-09-18,17.595,6.998,1656
3365,17917,Oliver!,1968-09-26,16.582,7.0,434
3366,12089,The Tall Blond Man with One Black Shoe,1972-12-06,8.652,7.0,435
3367,1985,The Constant Gardener,2005-08-31,13.955,6.997,1521
3368,528888,Dolemite Is My Name,2019-10-04,13.689,7.0,1182
3369,287947,Shazam!,2019-03-29,31.783,7.0,9622
3370,103328,Holy Motors,2012-07-02,9.905,7.0,1164
3371,49009,The Way Back,2010-11-22,13.945,6.997,1604
3372,974950,Emilia Pérez,2024-08-21,136.608,6.987,1262
